,school.id,school.name,school.region,school.region.name,school.province,school.cityhall,school.division,school.citymuni,school.district,school.legdistrict,school.type,school.abbrev,school.previousname,school.mother.id,school.address,school.established,school.classification,school.classification2,school.curricularclass,school.organization,school.cityincome,school.cityclass,school.urban,School ID_x,Kinder Male,Kinder Female,Grade 1 Male,Grade 1 Female,Grade 2 Male,Grade 2 Female,Grade 3 Male,Grade 3 Female,Grade 4 Male,Grade 4 Female,Grade 5 Male,Grade 5 Female,Grade 6 Male,Grade 6 Female,SPED NG Male,SPED NG Female,Grade 7 Male,Grade 7 Female,Grade 8 Male,Grade 8 Female,Grade 9 Male,Grade 9 Female,Grade 10 Male,Grade 10 Female,Grade 11 Male,Grade 11 Female,Grade 12 Male,Grade 12 Female, school.mooe ,School ID_y,rooms.standard.academic,rooms.standard.unused,rooms.nonstandard.academic,rooms.nonstandard.unused,teachers.instructor,teachers.mobile,teachers.regular,teachers.sped,MOOE
27934,128050,DON RESTITUTO BAOL CENTRAL,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Gingoog City,GINGOOG CITY,Gingoog City South District,1st District,School with no Annexes,DRBCS,South City Central School,128050.0,National Highway cor Motoomull Sts.,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 320 M or more but less than P 400 M,Component City,Partially Urban,128050.0,175.0,144.0,214.0,219.0,189.0,175.0,246.0,180.0,236.0,197.0,169.0,193.0,196.0,189.0,19.0,10.0,,,,,,,,,,,,,1123000.0,128050.0,48.0,0.0,0.0,0.0,0.0,8.0,59.0,3.0,1123000.0
27968,127671,El Salvador City CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,El Salvador,CITY OF EL SALVADOR,District I,2nd District,School with no Annexes,,El Salvador Central School,127671.0,TuburanPoblacion,1/1/2002,Elementary,DepED Managed,Elementary,Monograde,,Component City,Partially Urban,127671.0,114.0,103.0,109.0,118.0,134.0,101.0,157.0,107.0,120.0,94.0,89.0,107.0,83.0,88.0,0.0,0.0,,,,,,,,,,,,,599000.0,127671.0,26.0,0.0,0.0,0.0,0.0,8.0,21.0,1.0,599000.0
28077,128090,Iligan City SPED Center,Region X,Northern Mindanao,LANAO DEL NORTE,ILIGAN CITY,Iligan City,ILIGAN CITY,Iligan City Central District,Lone District,School with no Annexes,,Iligan City Center for High Achievers,128090.0,Roxas Avenue Mahayahay,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Partially Urban,128090.0,14.0,19.0,15.0,17.0,26.0,36.0,21.0,31.0,21.0,32.0,22.0,35.0,28.0,33.0,88.0,60.0,,,,,,,,,,,,,313000.0,128090.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,313000.0
28089,126378,Impasug-Ong CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,IMPASUG-ONG,Impasug-Ong I,2nd District,School with no Annexes,,-Impasugong Central Elementary School,126378.0,"Impasugong, Bukidnon Poblacion",6/1/1946,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126378.0,111.0,120.0,150.0,148.0,162.0,128.0,179.0,194.0,132.0,141.0,110.0,132.0,101.0,95.0,7.0,6.0,,,,,,,,,,,,,773000.0,126378.0,29.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,773000.0
28093,127686,Initao CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,INITAO,Initao,2nd District,School with no Annexes,,-,127686.0,Poblacion,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,127686.0,133.0,120.0,119.0,121.0,138.0,110.0,165.0,135.0,137.0,121.0,151.0,104.0,97.0,101.0,7.0,7.0,,,,,,,,,,,,,727000.0,127686.0,11.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,727000.0
28137,126582,Kalasungay Central School,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Malaybalay City,CITY MALAYBALAY (Capital),Malaybalay City North District,2nd District,School with no Annexes,,Kalasung-Ay CES,126582.0,"Purok 2, Kalasungay, Malaybalay City",6/1/1934,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 400 M or more,Component City,Partially Urban,126582.0,44.0,48.0,107.0,80.0,79.0,60.0,75.0,82.0,85.0,65.0,51.0,58.0,70.0,57.0,6.0,4.0,,,,,,,,,,,,,404000.0,126582.0,17.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,404000.0
28139,126421,Kalilangan CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,KALILANGAN,Kalilangan,4th District,School with no Annexes,,-none,126421.0,Central Poblacion,6/1/1956,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,126421.0,131.0,114.0,182.0,186.0,229.0,209.0,300.0,242.0,214.0,207.0,187.0,186.0,161.0,156.0,24.0,18.0,,,,,,,,,,,,,1143000.0,126421.0,54.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,1143000.0
28167,126993,Kapatagan East CS,Region X,Northern Mindanao,LANAO DEL NORTE,LANAO DEL NORTE,Lanao del Norte,KAPATAGAN,Kapatagan East,2nd District,School with no Annexes,KECS,-,126993.0,"Kapatagan,Lanao del Norte Poblacion",7/1/1949,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,126993.0,71.0,80.0,116.0,105.0,145.0,134.0,139.0,124.0,140.0,118.0,140.0,113.0,151.0,155.0,10.0,17.0,,,,,,,,,,,,,808000.0,126993.0,39.0,0.0,1.0,0.0,0.0,6.0,44.0,0.0,808000.0
28212,126438,Kibawe CS,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,KIBAWE,Kibawe,3rd District,School with no Annexes,,Kibawe Central ES,126438.0,Sayre Highway East Kibawe,7/1/1950,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,126438.0,32.0,37.0,65.0,60.0,76.0,64.0,94.0,94.0,70.0,77.0,74.0,54.0,61.0,55.0,5.0,6.0,,,,,,,,,,,,,411000.0,126438.0,20.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,411000.0
28326,126508,Lantapan CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,LANTAPAN,Lantapan,2nd District,School with no Annexes,,Lantapan Farm School,126508.0,Purok 3 Poblacion,6/1/1957,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126508.0,72.0,64.0,66.0,66.0,82.0,70.0,78.0,82.0,84.0,75.0,59.0,52.0,52.0,67.0,9.0,15.0,,,,,,,,,,,,,438000.0,126508.0,17.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,438000.0
28369,126544,Linabo CS,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Malaybalay City,CITY MALAYBALAY (Capital),Malaybalay City East District,2nd District,School with no Annexes,,Linabo CES,126544.0,"Purok 1, Linabo, Malaybalay City",5/1/1925,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 400 M or more,Component City,Partially Urban,126544.0,55.0,57.0,72.0,73.0,102.0,72.0,74.0,69.0,67.0,58.0,46.0,54.0,52.0,48.0,9.0,3.0,,,,,,,,,,,,,404000.0,126544.0,19.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,404000.0
28403,127419,Lopez Jaena CS,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Misamis Occidental,LOPEZ JAENA,Lopez Jaena,1st District,School with no Annexes,,-,127419.0,Western Poblacion,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,127419.0,18.0,38.0,43.0,50.0,46.0,35.0,53.0,58.0,59.0,51.0,33.0,61.0,46.0,43.0,9.0,10.0,,,,,,,,,,,,,403000.0,127419.0,22.0,0.0,0.0,0.0,0.0,6.0,22.0,1.0,403000.0
28418,127926,Lugait CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,LUGAIT,Lugait,2nd District,School with no Annexes,,-,127926.0,"Purol Rizal, Poblacion, Lugait, Misamis Or. Poblacion",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,127926.0,101.0,80.0,110.0,79.0,106.0,101.0,108.0,112.0,140.0,111.0,89.0,92.0,72.0,106.0,0.0,0.0,,,,,,,,,,,,,600000.0,127926.0,16.0,0.0,7.0,0.0,0.0,5.0,25.0,1.0,600000.0
28428,127977,Lumbia CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City Southwest District,1st District,School with no Annexes,LCS,Lumbia Elementary School,127977.0,Zone 1,1/1/2002,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,127977.0,135.0,138.0,260.0,204.0,166.0,130.0,158.0,138.0,144.0,123.0,132.0,123.0,124.0,126.0,11.0,4.0,,,,,,,,,,,,,762000.0,127977.0,23.0,0.0,1.0,0.0,0.0,8.0,32.0,0.0,762000.0
28438,126634,Lunucan ES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,MANOLO FORTICH,Manolo Fortich II,1st District,School with no Annexes,,LUNOCAN PRIMARY SCHOOL,126634.0,"ZONE 3, LUNOCAN, MANOLO FORTICH, BUKIDNON Lunocan",6/1/1958,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126634.0,38.0,33.0,44.0,56.0,57.0,52.0,54.0,47.0,41.0,40.0,40.0,52.0,40.0,39.0,1.0,3.0,,,,,,,,,,,,,282000.0,126634.0,13.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,282000.0
28441,126847,Lurugan Elementary School,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Valencia City,CITY OF VALENCIA,Valencia II,2nd District,School with no Annexes,Lurugan ES,Lurugan ES,126847.0,Lurugan,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 320 M or more but less than P 400 M,Component City,Partially Urban,126847.0,85.0,99.0,112.0,100.0,101.0,86.0,128.0,105.0,103.0,100.0,93.0,81.0,57.0,75.0,4.0,7.0,,,,,,,,,,,,,533000.0,126847.0,21.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,533000.0
28526,126586,Malaybalay City CS,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Malaybalay City,CITY MALAYBALAY (Capital),Malaybalay City Central District,2nd District,School with no Annexes,,Malaybalay City CES,126586.0,"Guingona St., Brgy 3 & Brgy 4, Malaybalay City",6/1/1916,Elementary,DepED Managed,Kinder & Elementary,Monograde,P 400 M or more,Component City,Partially Urban,126586.0,193.0,186.0,311.0,258.0,292.0,309.0,355.0,289.0,288.0,270.0,276.0,281.0,239.0,266.0,24.0,9.0,,,,,,,,,,,,,1533000.0,126586.0,60.0,0.0,0.0,0.0,0.0,10.0,64.0,7.0,1533000.0
28558,126914,Mambajao CS,Region X,Northern Mindanao,CAMIGUIN,CAMIGUIN,Camiguin,MAMBAJAO (Capital),Mambajao,Lone District,School with no Annexes,,Mambajao Central School,126914.0,"Bonifacio Aranas St., Poblacion, Mambajao",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 35 M or more but less than P 45 M,,Partially Urban,126914.0,96.0,95.0,114.0,124.0,121.0,111.0,158.0,148.0,148.0,139.0,124.0,125.0,113.0,108.0,21.0,12.0,,,,,,,,,,,,,832000.0,126914.0,42.0,0.0,0.0,0.0,0.0,8.0,50.0,1.0,832000.0
28587,128174,Maningcol Central School,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Ozamis City,OZAMIS CITY,Ozamis City District I,2nd District,School with no Annexes,Maningcol Central School,Maningcol ES,128174.0,"DABA, Maningcol, Ozamiz City, Mis. Occ. Maningcol",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 240 M or more but less than P 320 M,Component City,Partially Urban,128174.0,50.0,59.0,63.0,73.0,76.0,67.0,73.0,55.0,72.0,73.0,65.0,52.0,60.0,74.0,3.0,4.0,,,,,,,,,,,,,445000.0,128174.0,23.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,445000.0
28590,126638,Manolo Fortich CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,MANOLO FORTICH,Manolo Fortich I,1st District,School with no Annexes,MFCES,-N/A,126638.0,"Manolo Fortich, Bukidnon Tankulan",6/1/1946,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126638.0,99.0,96.0,176.0,131.0,155.0,173.0,176.0,139.0,168.0,148.0,131.0,136.0,117.0,128.0,6.0,4.0,,,,,,,,,,,,,777000.0,126638.0,30.0,0.0,0.0,0.0,0.0,4.0,36.0,3.0,777000.0
28599,128055,Manuel Lugod CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Gingoog City,GINGOOG CITY,Gingoog City West-2 District,1st District,School with no Annexes,MLCS,Manuel Lugod Elem.School,128055.0,Rodriguez Veterans Sts. # 10,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 320 M or more but less than P 400 M,Component City,Partially Urban,128055.0,116.0,97.0,156.0,141.0,122.0,135.0,175.0,166.0,164.0,160.0,127.0,141.0,159.0,127.0,7.0,3.0,,,,,,,,,,,,,879000.0,128055.0,30.0,0.0,0.0,0.0,0.0,5.0,49.0,1.0,879000.0
28611,126666,Maramag CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,MARAMAG,Maramag I,3rd District,School with no Annexes,,0,126666.0,"Maramag, Bukidnon North Poblacion",6/1/1940,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126666.0,336.0,335.0,291.0,284.0,362.0,370.0,397.0,369.0,344.0,288.0,296.0,320.0,256.0,279.0,26.0,33.0,,,,,,,,,,,,,1694000.0,126666.0,72.0,0.0,0.0,0.0,0.0,7.0,70.0,1.0,1694000.0
28614,127086,Maranding Central Elementary School,Region X,Northern Mindanao,LANAO DEL NORTE,LANAO DEL NORTE,Lanao del Norte,LALA,Lala South,2nd District,School with no Annexes,Maranding CES,-,127086.0,Maranding,6/1/1955,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,127086.0,81.0,74.0,142.0,113.0,130.0,128.0,127.0,120.0,102.0,124.0,108.0,100.0,118.0,96.0,25.0,23.0,,,,,,,,,,,,,663000.0,127086.0,23.0,0.0,0.0,0.0,0.0,8.0,30.0,3.0,663000.0
28728,127935,Naawan CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,NAAWAN,Naawan,2nd District,School with no Annexes,,-,127935.0,"Purok 2, Paulino Ong Poblacion",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,127935.0,107.0,87.0,88.0,86.0,103.0,83.0,124.0,96.0,94.0,100.0,88.0,99.0,103.0,96.0,9.0,1.0,,,,,,,,,,,,,514000.0,127935.0,17.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,514000.0
28740,126526,Nangka ES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,LIBONA,Libona,1st District,School with no Annexes,,-NONE,126526.0,Nangka,6/1/1960,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126526.0,23.0,14.0,24.0,16.0,29.0,20.0,37.0,23.0,31.0,16.0,16.0,11.0,20.0,11.0,1.0,2.0,,,,,,,,,,,,,156000.0,126526.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,156000.0
28789,127846,Opol CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,OPOL,Opol,2nd District,School with no Annexes,,-,127846.0,Vacalares Street Poblacion,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Partially Urban,127846.0,121.0,129.0,176.0,144.0,169.0,157.0,200.0,155.0,148.0,166.0,190.0,155.0,129.0,127.0,10.0,5.0,,,,,,,,,,,,,777000.0,127846.0,27.0,0.0,0.0,0.0,0.0,9.0,28.0,0.0,777000.0
28790,127437,Oroquieta City CES,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Oroquieta City,OROQUIETA CITY (Capital),Central District I,1st District,School with no Annexes,OCCES,Oroquieta CES,127437.0,Rizal Street Upper Loboc,5/1/1941,Elementary,DepED Managed,Elementary,Combined Monograde and Multigrade,P 160 M or more but less than P 240 M,Component City,Partially Urban,127437.0,88.0,85.0,109.0,121.0,134.0,139.0,123.0,148.0,153.0,139.0,128.0,128.0,109.0,139.0,42.0,26.0,,,,,,,,,,,,,905000.0,127437.0,33.0,0.0,0.0,0.0,0.0,8.0,65.0,6.0,905000.0
28794,128164,Ozamiz City CS,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Ozamis City,OZAMIS CITY,Ozamis City Central District,2nd District,Mother school,,Ozamiz City Central School,128164.0,Ostia Avenue Tinago,5/30/1930,Elementary,DepED Managed,Elementary,Monograde,P 240 M or more but less than P 320 M,Component City,Partially Urban,128164.0,192.0,144.0,240.0,232.0,270.0,245.0,276.0,239.0,278.0,257.0,203.0,240.0,225.0,225.0,0.0,0.0,,,,,,,,,,,,,1373000.0,128164.0,69.0,0.0,0.0,0.0,0.0,10.0,90.0,6.0,1373000.0
28795,203508,Ozamiz City CS - SPED Center,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Ozamis City,OZAMIS CITY,Ozamis City Central District,2nd District,Annex or Extension school(s),,-OCCS-SPED Center,128164.0,Ostia Avenue Tinago,6/6/2005,Elementary,DepED Managed,Elementary,Combined Monograde and Multigrade,P 240 M or more but less than P 320 M,Component City,Partially Urban,203508.0,11.0,15.0,14.0,24.0,14.0,20.0,15.0,20.0,28.0,36.0,26.0,37.0,15.0,35.0,60.0,21.0,,,,,,,,,,,,,248000.0,203508.0,11.0,0.0,0.0,0.0,,,,,248000.0
28843,126695,PANGANTUCAN CENTRAL ELEMENTAYR SCHOOL,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,PANGANTUCAN,Pangantucan,4th District,School with no Annexes,PCES,Pangantucan CES,126695.0,"Poblacion, Pangantucan, Bukidnon Central Poblacion",6/1/1945,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126695.0,123.0,116.0,193.0,150.0,196.0,158.0,211.0,176.0,205.0,185.0,177.0,176.0,141.0,134.0,13.0,10.0,,,,,,,,,,,,,956000.0,126695.0,38.0,0.0,5.0,0.0,0.0,9.0,40.0,0.0,956000.0
28927,126528,Pongol ES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,LIBONA,Libona,1st District,School with no Annexes,,-none,126528.0,Purok 3 Pongol,6/1/1930,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126528.0,25.0,28.0,38.0,23.0,29.0,25.0,40.0,31.0,34.0,33.0,32.0,27.0,26.0,18.0,5.0,0.0,,,,,,,,,,,,,210000.0,126528.0,10.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,210000.0
28945,127952,Puerto ES,Region X,Northern Mindanao,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City East II District,2nd District,School with no Annexes,PES,Puerto Elementary School,127952.0,Purok 3 Puerto,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,127952.0,142.0,124.0,167.0,147.0,160.0,137.0,192.0,125.0,168.0,135.0,124.0,138.0,134.0,123.0,13.0,8.0,,,,,,,,,,,,,797000.0,127952.0,27.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,797000.0
28962,126719,Quezon CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,QUEZON,Quezon I,3rd District,School with no Annexes,,- Quezon Central E/S,126719.0,"Quezon, Bukidnon Poblacion",6/1/1960,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126719.0,183.0,138.0,175.0,160.0,224.0,178.0,206.0,207.0,164.0,170.0,136.0,132.0,131.0,145.0,2.0,0.0,,,,,,,,,,,,,1017000.0,126719.0,41.0,1.0,0.0,0.0,0.0,5.0,39.0,1.0,1017000.0
29022,127099,Samburon ES,Region X,Northern Mindanao,LANAO DEL NORTE,LANAO DEL NORTE,Lanao del Norte,LINAMON,Linamon,1st District,School with no Annexes,,SAMBURON ELEMENTARY SCHOOL,127099.0,"Samburon, Linamon, Lanao del Norte Samburon, Linamon, Lanao",6/1/1932,Elementary,DepED Managed,Elementary,Monograde,P 15 M or more but less than P 25 M,,Partially Urban,127099.0,39.0,40.0,60.0,50.0,49.0,48.0,61.0,48.0,47.0,51.0,47.0,46.0,43.0,43.0,1.0,7.0,,,,,,,,,,,,,330000.0,127099.0,13.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,330000.0
29143,128161,Sgt. Miguel Canoy MCS,Region X,Northern Mindanao,LANAO DEL NORTE,ILIGAN CITY,Iligan City,ILIGAN CITY,Iligan City West District,Lone District,School with no Annexes,SMCMCS,Iligan City West Central School,128161.0,Buru-un,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Partially Urban,128161.0,79.0,79.0,146.0,110.0,99.0,121.0,125.0,101.0,105.0,115.0,94.0,89.0,77.0,67.0,28.0,23.0,,,,,,,,,,,,,673000.0,128161.0,30.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,673000.0
29205,126491,South Dalurong ES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,KITAOTAO,Kitaotao II,3rd District,School with no Annexes,,South Dalurong,126491.0,West Dalurong West Dalurong,6/1/1976,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126491.0,27.0,24.0,42.0,37.0,42.0,29.0,36.0,24.0,40.0,29.0,33.0,31.0,28.0,36.0,28.0,24.0,,,,,,,,,,,,,214000.0,126491.0,3.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,214000.0
29301,126826,Talakag CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,TALAKAG,Talakag I,1st District,School with no Annexes,TCS,Talakag Cental Elementary School,126826.0,Barangay 3 Talakag Bukidnon Barangay 3-,6/1/1948,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126826.0,71.0,94.0,143.0,133.0,151.0,116.0,148.0,132.0,125.0,108.0,79.0,90.0,71.0,89.0,0.0,0.0,,,,,,,,,,,,,630000.0,126826.0,29.0,0.0,0.0,0.0,0.0,5.0,26.0,1.0,630000.0
29306,127898,Talisayan CS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,TALISAYAN,Talisayan,1st District,School with no Annexes,,-,127898.0,"Poblacion, MIsamis Oriental San Jose/Poblacion",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 25 M or more but less than P 35 M,,Partially Urban,127898.0,74.0,74.0,79.0,95.0,89.0,100.0,76.0,73.0,83.0,86.0,66.0,70.0,83.0,62.0,7.0,4.0,,,,,,,,,,,,,454000.0,127898.0,10.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,454000.0
29326,128217,Tangub City CS,Region X,Northern Mindanao,MISAMIS OCCIDENTAL,MISAMIS OCCIDENTAL,Tangub City,TANGUB CITY,Tangub Central District,2nd District,School with no Annexes,,-,128217.0,"Mantic, Tangub City",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 160 M or more but less than P 240 M,Component City,Partially Urban,128217.0,107.0,90.0,109.0,110.0,110.0,85.0,115.0,101.0,127.0,101.0,104.0,85.0,92.0,113.0,25.0,15.0,,,,,,,,,,,,,661000.0,128217.0,31.0,0.0,0.0,0.0,0.0,7.0,33.0,4.0,661000.0
29428,126863,Valencia CES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Valencia City,CITY OF VALENCIA,Valencia I,2nd District,School with no Annexes,,Valencia City Central School,126863.0,Sayre Highway Poblacion,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 320 M or more but less than P 400 M,Component City,Partially Urban,126863.0,353.0,350.0,639.0,507.0,649.0,585.0,651.0,588.0,519.0,544.0,485.0,454.0,427.0,441.0,69.0,49.0,,,,,,,,,,,,,2574000.0,126863.0,90.0,0.0,0.0,0.0,0.0,16.0,106.0,5.0,2574000.0
29445,127909,Vn Chavez MCS,Region X,Northern Mindanao,MISAMIS ORIENTAL,MISAMIS ORIENTAL,Misamis Oriental,VILLANUEVA,Villanueva,2nd District,School with no Annexes,,Villanueva Central School,127909.0,Mutya Poblacion 2,1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 45 M or more but less than P 55 M,,Rural,127909.0,146.0,158.0,272.0,218.0,282.0,192.0,256.0,245.0,243.0,207.0,182.0,165.0,186.0,184.0,37.0,21.0,,,,,,,,,,,,,1026000.0,127909.0,25.0,0.0,0.0,0.0,0.0,6.0,45.0,1.0,1026000.0
29448,127995,West City Central School,Region X,Northern Mindanao,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City,CAGAYAN DE ORO CITY (Capital),Cagayan de Oro City West I District,1st District,School with no Annexes,WCCS,West City CS,127995.0,"Ilaya Road, Carmen",1/1/2000,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Urban,127995.0,357.0,338.0,462.0,442.0,517.0,445.0,510.0,457.0,520.0,432.0,442.0,455.0,381.0,405.0,65.0,41.0,,,,,,,,,,,,,2348000.0,127995.0,64.0,0.0,0.0,0.0,0.0,15.0,114.0,0.0,2348000.0
29450,126495,White Kulaman ES,Region X,Northern Mindanao,BUKIDNON,BUKIDNON,Bukidnon,KITAOTAO,Kitaotao II,3rd District,School with no Annexes,,White Kulaman ES,126495.0,WHITE KULAMAN White Kulaman,6/1/1966,Elementary,DepED Managed,Elementary,Monograde,P 55 M or more,,Partially Urban,126495.0,10.0,9.0,38.0,34.0,35.0,30.0,51.0,33.0,34.0,38.0,19.0,28.0,19.0,16.0,25.0,17.0,,,,,,,,,,,,,195000.0,126495.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,195000.0
29457,129710,A. Bonifacio ES,Region XI,Davao Region,DAVAO DEL SUR,DAVAO CITY,Davao City,DAVAO CITY,Talomo,1st District,School with no Annexes,0,0,129710.0,"Talomo Proper, Davao City",1/1/1987,Elementary,DepED Managed,Elementary,Monograde,P 400 M or more,Highly Urbanized City,Partially Urban,129710.0,90.0,69.0,46.0,46.0,87.0,73.0,96.0,80.0,87.0,84.0,84.0,72.0,63.0,74.0,5.0,1.0,,,,,,,,,,,,,490000.0,129710.0,22.0,0.0,0.0,1.0,0.0,3.0,22.0,0.0,490000.0
